Title,Summary,Date
"Voxant FD (FAIR DISCLOSURE) WIRE, 16 May 2008, 6710 words, (English)","...2 billion, up by 4.9%. Net income per share was JPY73,510, an increase of JPY3,086 and we have been supported by the rise in the crude oil price enjoying the record profit.",Q2
"Kazakhstan Oil & Gas Weekly, 9:00, 14 April 2008, 13265 words, (English)","The proposed crude oil export duty formula is correlated to the global oil and crude oil price. Therefore, according to the applicable rules, the crude customs duty will be adjusted to any changes in the global market situation in order to sustain the balance...
(Document KAZOIL0020080428e44e00001)

	26.  	Factiva Licensed Content US EIA Text: Old 10:1 Rule for Crude Vs Nat Gas Long Broken
Market News International, 14:11, 23 April 2008, 1341 words, (English)
...of crude oil price per barrel to natural gas in dollars per MMBtu would be approximately 6:1 if prices were based strictly on the thermal content of each fuel. This ratio's innate appeal is belied by the observation that prices at approximate thermal parity...
(Document MARNEW0020080424e44n00004)

	27.  	Factiva Licensed Content Asia Pacific Bourses Plummet
Bisnis Indonesia, 10 June 2008, 424 words, (English)
JAKARTA: Indices in Asia and Europe plummeted in the wake of burgeoning banking industry's losses on sub-prime mortgage loan and the risk of an economic slowdown triggered by the soaring global crude oil price.
(Document BISNIS0020080610e46a00002)

	28.  	Factiva Licensed Content Oil Price Soars Uncontrollably
Bisnis Indonesia, 30 June 2008, 647 words, (English)
...the surge in oil price to US$170 per barrel would boost subsidy budget up to IDR300 trillion, created by a gap between the global crude oil price and the ICP (Indonesia Crude Price) in the 2008 Revised State Budget.
(Document BISNIS0020080701e46u00001)

	29.  	Factiva Licensed Content Sky-high profits but BA issues warning
Financial Times (FT.Com), 17 May 2008, 790 words, By Kevin Done, Aerospace Correspondent, (English)
BA said the current first quarter, from April to June, would be particularly difficult"" given the jump in the crude oil price from $58 a year ago to about $115.",Q2
"PR Newswire (U.S.), 18:59, 6 May 2008, 5377 words, (English)",Increased Crude Oil Price Hedging for Specialty Products Segment,Q2
"China Energy Weekly, 6:27, 5 June 2008, 15340 words, (English)","As in 2007, international crude oil price hikes and controlled domestic oil prices limit the supplies of oil products in China, however, the Company said in the report that they still strive to keep stable supplies of oil products.",Q2
"Financial Times (FT.Com), 2 June 2008, 580 words, By Kevin Done, Aerospace Correspondent in Istanbul, (English)","...trading in recent days, the airline industry's global losses were forecast to rise further to $6.1bn. For every dollar increase in the crude oil price, carriers globally faced an increase in costs of $1.6bn.",Q2
"Financial Times (FT.Com), 16 May 2008, 463 words, By Kevin Done, Aerospace Correspondent, (English)",The airline warned its operating profits could be wiped out if the crude oil price remained at about $120 a barrel and it would fall into loss at $125.,Q2
"Bisnis Indonesia, 26 April 2008, 455 words, (English)",JAKARTA: The non performing loan (NPL) ratio of Indonesian banking sector could pass 5.82% this year if the crude oil price tops to US$125 per barrel and there is a natural disaster that harm financial stability.,Q2
"Dow Jones International News, 23:31, 13 April 2008, 8090 words, (English)","...a decrease of 721,000 barrels or 4.19%, and caused a decrease of HK$335,691,000 in the pretax profit of the Group. International crude oil price rebounded in the Year as compared with the previous year. The weighted average realised crude oil price per barrel...",Q2
"Dow Jones International News, 18:14, 13 April 2008, 8090 words, (English)","...a decrease of 721,000 barrels or 4.19%, and caused a decrease of HK$335,691,000 in the pretax profit of the Group. International crude oil price rebounded in the Year as compared with the previous year. The weighted average realised crude oil price per barrel...",Q2
"Bisnis Indonesia, 23 April 2008, 491 words, (English)",JAKARTA: Crude oil price for May delivery again spiked to a record of US$118.05 per barrel on the New York Mercantile Exchange yesterday.,Q2
"ASX ComNews (Text version of ASX Company Announcements), 25 June 2008, 57070 words, (English)",West Texas Intermediate (WTI) crude oil price Importer refinery acquisition cost (IRAC) reported by the Energy Information Administration (EIA) New York Mercantile Exchange (NYMEX) futures prices Asia Pacific Pricing Index (APPI) Tapis crude oil prices other...,Q2
"Bisnis Indonesia, 22 April 2008, 455 words, (English)",The soaring crude oil price is also worried to trigger the government to raise fuel prices by 15% - 20% and boost subsidy burden to more than IDR150 trillion.,Q2
"Financial Times (FT.Com), 4 June 2008, 615 words, By Sarah O'Connor, (English)","While that jolt would normally have pushed the crude oil price higher, market players said the drop in other energy prices had pulled it lower, as did data showing that US consumer demand for gasoline was declining in the face of prices of almost $4 a gallon...",Q2
"Agence Europe, 17 June 2008, 6791 words, (English)","Consumer fuel prices have been increasing sharply in the EU following the crude oil price trend. Although the percentage increase is smaller for consumer prices due to the share of taxation, average consumer prices in EU-27 have increased for petrol (Euro-super...",Q2
"China Chemical Reporter, 6 June 2008, 4810 words, (English)",... weak position of the U.S. dollar will be very small. There will be more speculation of funds. It is therefore expected that the crude oil price in the international market will still be maintained at a relatively high level and will likely go up first and ...,Q2
"Tex Energy Report, 16 April 2008, 362 words, (English)","LNG price for Japan on the long term contract has been in upward trend along with soaring crude oil price. The average import unit value of 8 countries for long term contract in February amounted to US$9.39, increasing by US$2.1(28.8%) from last August when...",Q2
"Energy Economics, 1 May 2008, 275 words, Zhang, Xun; Lai, K K; Wang, Shou-Yang, (English)","The importance of understanding the underlying characteristics of international crude oil price movements attracts much attention from academic researchers and business practitioners. Due to the intrinsic complexity of the oil market, however, most of them ...",Q2
"China Chemical Reporter, 16 April 2008, 606 words, (English)","...will have a negative impact on the performance of oil producers, especially CNPC and Sinopec Group. For a resource tax at 5% of the crude oil price, CNPC's profit will be reduced by 8.2% and the Sinopec's profit will be reduced by 5.7% in 2008. CNOOC will however...",Q2
"The Edge Financial Daily, 25 June 2008, 729 words, --, (English)","Also, CIMB Research said the current high crude oil price acts as a floor price for CPO in the event of excessive supply in the market. “We estimate that at a crude oil price of US$130 (RM429) per barrel, the CPO biodiesel breakeven price or floor price for...",Q2
"Tex Energy Report, 29 May 2008, 443 words, (English)","...settled at US$880 and US$905, propane CP could increase by US$35 compared with the previous month, up by about 88% compared with crude oil price. It could end up decreasing by around 10% from the previous month. Although crude oil market has been in such uprush...",Q2
"Bisnis Indonesia, 21 June 2008, 371 words, (English)",He told the government projected the ICP would reach US$110 per barrel in 2008 since its calculation was based on January-May global crude oil price assumption of US$104 per barrel.,Q2
"The Press (Christchurch), 9 June 2008, 452 words, (English)","Shell spokeswoman Jackie Maitland said the high crude oil price was ""uncharted waters"" for the company.",Q2
"Platts Oilgram News, 6 May 2008, 5501 words, (English)","Platts Oilgram News Selective Index: April 21, 2008 - May 2, 2008 Date Page COMPANIES Anadarko Petroleum StatoilHydro blocked by Devon, BP on US Gulf play ...",Q2
"Financial Times (FT.Com), 7 April 2008, 429 words, Robin Kwong in Hong Kong, (English)","... Su said that Sinopec had managed to cut costs, however. In 2006, the company said its refining operations would break even at a crude oil price of $66-$67 a barrel. That has risen to $76 at the end of last year, though it is still below the oil price of $105...",Q2
"Business Times Singapore, 23 June 2008, 957 words, (English)",SERENE CHEONG explores the economic repercussions of crude oil price rises on everyday products and the overall cost of living,Q2
"Tex Energy Report, 16 June 2008, 237 words, (English)","...Finance Ministers Meeting since June 13. EU board meeting, which is scheduled to be held next week, is predicted to discuss rising crude oil price. CFTC(U.S. Commodity Futures Trading Commission) tackles the issue, saying that it will submit market research...",Q2
"Daily Yomiuri, 23 May 2008, 563 words, (English)","At the upcoming G-8 meeting, too, world leaders are expected to send a strong message to the world's markets that major countries will jointly deal with this problem, putting pressure on speculators to stop crude oil price hikes.",Q2
"Voxant FD (FAIR DISCLOSURE) WIRE, 20 May 2008, 13460 words, (English)",...spreads while benefiting from expanding distillate spreads. And the latter is represented by the difference in heating oil and WTI crude oil price.,Q2
"Press Democrat, 28 May 2008, 871 words, GUY KOVNER, (English)","That's where prices at the pump would be now, experts say, were it not for a couple of positive factors amid the swirling black ooze of crude oil price escalation.",Q2
"The Economic Times, 25 June 2008, 836 words, Nidhi Nath Srinivas, (English)","According to Schnitkey, at $133, the current crude oil price is $65 above the 2007 average price of $68 per barrel. This $65 increase would mean a $98-per-acre increase in corn costs and a $59-per-acre increase in soybean costs.",Q2
"China Energy Weekly, 12:28, 2 April 2008, 18089 words, (English)","CNOOC Ltd. is targeted to produce 195 million to 199 million barrels of oil equivalent (BOE) in 2008 based on a benchmark crude oil price of $70 per barrel, up 18 percent year-on-year due to 10 projects scheduled to come online during the year, including the...",Q2
"Russian Banks and Brokers Reports, 21 April 2008, 2058 words, (English)","UniCredit utilizes IPE Brent Crude Oil price futures curve prices, which are more reliable in",Q2
"Investors Chronicle - Magazine and Web Content, 9 June 2008, 1032 words, Simon Thompson, (English)","... the real reason behind high oil prices"", Mr Enghadi notes: ""A conservative calculation is that at least 60 per cent of today's crude oil price comes from unregulated futures speculation by hedge funds, banks and financial groups using the London ICE Futures...",Q2
"Voxant FD (FAIR DISCLOSURE) WIRE, 7 May 2008, 4811 words, (English)","...partnership plans other strategic initiatives to improve upon adjusted EBITDA and distributable cash flows. Included -- increased crude oil price hedging for specialty products segment, working capital reductions and operating cost reductions. The Partnership...",Q2
"Bisnis Indonesia, 17 June 2008, 409 words, (English)",JAKARTA: The National Oil and Gas Caucus reminds the government to seize from foreign oil and gas contractors more than IDR100 trillion worth windfall profit on soaring crude oil price.,Q2
"Bisnis Indonesia, 25 April 2008, 657 words, (English)","JAKARTA: Despite pressures from the soaring global crude oil price, the budget condition up to April is relatively safe in general due to the fact that revenues from several posts have surpassed their targets.",Q2
"ASX ComNews (Text version of ASX Company Announcements), 13 June 2008, 38529 words, (English)","...currency risk, interest rate risk and crude oil price risk), credit risk and liquidity risk arising in the normal course of business. The Group recognises the existence of the various risks and the management of the Group constantly assesses the potential impacts...",Q2
"Financial Times (FT.Com), 22 May 2008, 725 words, By Kevin Done in Paris, (English)",The profit warning came as airlines around the world reveal the depth of the growing crisis in global aviation caused by the surge in the crude oil price to record levels.,Q2
"Tex Energy Report, 21 April 2008, 104 words, (English)",...Watari announced that the cost of crude oil in May 2008 would increase by Y2.4/lit if the price will move until April 25 based on the crude oil price of April 17. Mr. Watari warned about the chaos among the wholesale companies due to historically soaring crude...,Q2
"Financial Times (FT.Com), 22 May 2008, 1060 words, By Kevin Done, Aerospace Correspondent in Paris, (English)","With the crude oil price around $130 a barrel and jet kerosene costing more than $1,200 a tonne, the level of fuel consumption per seat and per tonne of cargo becomes crucial to survival.",Q2
"Tex Energy Report, 21 May 2008, 478 words, (English)","...had a meeting in Davos, Switzerland in the end of January and made a suggestion about the conference as a way to counter soaring crude oil price. Crude oil price has continuously been soaring in inverse relation to actual demand. After Al-Naimi, the Saudi Arabian...",Q2
"Bisnis Indonesia, 9 June 2008, 487 words, (English)","JAKARTA: The stock market is still overshadowed by correction this week, thanks to uncertainty over global crude oil price, the prime driver of the bourse throughout this year.",Q2
"Inside F.E.R.C.'s Gas Market Report, 16 May 2008, 2977 words, Jessica Marron, (English)","...and oil production decreased to 2.599 million boe/d from 2.643 million boe/d the previous year. Chevron said its average realized crude oil price rose to about $87/b from $37/b a year ago, while its international oil price increased to $86/b from $35/b.",Q2
"Tex Energy Report, 14 May 2008, 383 words, (English)","...Exchange) to go up sharply. Along with massive flows of investment fund, the above factors have contributed to world wide soaring crude oil price. According to the persons concerned with METI(Ministry of Economy, Trade and Industry), Mr. Amari told that Japan...",Q2
"Targeted News Service, 5 June 2008, 788 words, (English)","The crude oil price averaged $20 a barrel between 1983 and 2002. During that same period, the ethanol subsidy was between 40 cents and 60 cents per gallon, averaging 50 cents per gallon.",Q2
"Financial Times, 26 June 2008, 781 words, By Michael Mackenzie in New York, (English)","Equities ignited after US oil inventories rose for the first time in six weeks and the crude oil price fell more than $5 a barrel, taking it below $132, at one stage.",Q2
"Xinhua China Oil, Gas & Petrochemicals, 8 June 2008, 1634 words, Chen Dongyi, (English)","...up 63.6% year on year, and the averaged Jan-Apr import price was US$649.13/ton, up 62.5% year on year. In the meantime, domestic crude oil price went up as well. It is predicted that the Daqing crude price will exceed CNY6,000/ton in June. On the contrary, ...",Q2
"Bernama Daily Malaysian News, 8 June 2008, 1538 words, Alan Ting, (English)","Gooi agreed that there was no way that the government could continue to subsidise fuel when the price of crude oil price had reached almost US$140 a barrel. However, he said, the government should have gradually reduced the subsidies to match with the international...",Q2
"Market News International, 14:36, 18 June 2008, 775 words, (English)","...gasoline price spread (the difference between spot gasoline and crude oil price), where refiners operate, has narrowed, indicating plenty of gasoline supply has been available to meet demand. Supply was outpacing demand in January and February, and inventories...",Q2
"Organisation of Asia-Pacific News Agencies, 6:39, 18 June 2008, 401 words, (English)","crude oil price, says the president and chief executive of national oil company,",Q2
"Financial Times (FT.Com), 26 May 2008, 841 words, By John Dizard, (English)","Furthermore, the commission's staff found: ""The recent crude oil price increases have occurred with no significant change in net speculative positions.""",Q2
"Regulatory News Service, 5:06, 15 May 2008, 9035 words, (English)","RNS Number: 5198U TIDMHINA RNS Number : 5198U INA-Industrija Nafte, d.d 15 May 2008 ? INA Group (ZSE: INA - R-A; LSE: HINA; homepage: www.ina.hr), announced its results for FY 2008 today. This report contains consolidated ...",Q2
"Bisnis Indonesia, 31 May 2008, 396 words, (English)",Chairperson of Aspermigas Effendi Siradjuddin revealed the renegotiation was important since the soaring global crude oil price has boosted the windfall profit of the foreign partnership contractors.,Q2
"The China Post, 24 April 2008, 587 words, The China Post Staff, (English)","The CPC adopted the floating pricing mechanism in January 2007, under which it adjusted its domestic fuel prices on a weekly basis in response to crude oil price fluctuations. The system was replaced by a monthly adjustment mechanism last September.",Q2
"Business Times Singapore, 16 May 2008, 989 words, (English)","RAISING crude palm oil (CPO) price estimates: On Wednesday, our regional oil analyst turned more bullish on crude oil price prospects. Instead of a sharp pullback in 2008 and a continued fall in 2009-10, we now expect oil price to stay firm at US$110 per barrel...",Q2
"Bisnis Indonesia, 2 June 2008, 443 words, (English)",Market players will be defensive by trading stocks less sensitive to interest rate and global crude oil price volatility.,Q2
"Ukrainian News, 6 June 2008, 499 words, (English)","(Ukrainian News, Yevhen Holovatiuk, 06/06/2008) Ukrnafta, the largest oil company in Ukraine, welcomes a bill endorsed by the Verkhovna Rada to peg the crude oil rent to the price of crude oil at the London stock exchange.",Q2
"Malaysian Business, 16 May 2008, 2116 words, By James S, (English)","...stocks will have to be fed a continuous stream of positive news flows such as M&A or joint-venture activities and not just the high crude oil price catalyst alone. In such a scenario, the next rally in the sector could well be its last (even if the timing is...",Q2
"The Nation (Thailand), 27 May 2008, 689 words, (English)","an eye on the West Texas Intermediate (WTI) crude oil price movement, which posted a record high in New York. By some calls the WTI price will rise to a level of around US$150 (Bt4,800) or more in the second half of",Q2
"PrimeNewswire, 26 June 2008, 1203 words, (English)","...and will cover a range of prices between $0 and $200, with a termination trigger occurring when the benchmarked NYMEX light sweet crude oil price closes at or above $185 for three consecutive business days.",Q2
"Bernama Daily Malaysian News, 8 June 2008, 409 words, (English)","...was no sign that the price would drop. ""The fuel price restructuring has enabled the government to save RM4 billion but when the crude oil price went up to AS$138.54 a barrel (RM450.25) on Wednesday, the saving was wiped out,"" he told reporters after opening...",Q2
"The Korea Herald, 30 June 2008, 379 words, (English)",They said the government plans to have public offices and firms further reduce spending on electricity and encourage people to conserve energy if the crude oil price tops $150 per barrel.,Q2
"Associated Press Newswires, 16:04, 4 April 2008, 1090 words, (English)","Jefferies & Co. boosted its crude oil price forecast. ""We are raising our 2008 WTI crude oil price forecast to a range of $90 to $100 from $77 and introducing our 2009 estimate of $80-90,"" analyst Stephen D. Gengaro wrote in a note to investors. ""We are also...",Q2
"Tex Energy Report, 21 April 2008, 584 words, (English)","Crude oil price, which has lost touch with actual demand, has continuously been soaring. While its quotation in near-term on NYMEX futures market has reached US$114.93/bbl, the prices of the petroleum products both in Japan and abroad have seriously been increasing...",Q2
"Tex Energy Report, 22 April 2008, 345 words, (English)","...strongly predicted to be seen despite drop-off season. With April CP down by US$10.00-US$15.00, propane decreased 100% compared with crude oil price. No one sees CP as low, which has been changing at high in accordance with the movement in crude oil price. ...",Q2
"Financial Times (FT.Com), 16 May 2008, 828 words, By Kevin Done, Aerospace Correspondent, (English)","BA warned the current first quarter from April to June would be ""particularly difficult"" given the jump in the crude oil price from $58 a year ago to around $115 a barrel.",Q2
"Market News Publishing, 12:53, 1 May 2008, 5139 words, (English)","IMPERIAL OIL LTD (""IMO-TABHDPX3"") - First-Quarter Financial and Operating Results Imperial Oil today announced net income for the first quarter of 2008 of $681 million or $0.75 a share, compared with $774 million or $0.81 a share ...",Q2
"Hydrocarbon Processing, 2 May 2008, 4963 words, (English)","...barrel of oil contains about 6,200 MBtus, the required furnace energy for conversion is about 1.6% of the oil processed.[3] At a crude oil price of $90/bbl, the energy cost for processing is nearly $1.44/bbl.[4] As shown in Table 1, the annual energy cost for...",Q2
"PR Newswire (U.S.), 16:11, 8 May 2008, 7413 words, (English)","OKLAHOMA CITY, May 8 /PRNewswire-FirstCall/ -- SandRidge Energy, Inc. (NYSE: SD) today announced financial and operational results for the first quarter of 2008. Key results for the quarter were:",Q2
"The Hindu, 27 May 2008, 482 words, Staff Reporter, (English)","Addressing the 24th State conference of Indian National Trade Union Congress (INTUC), Mr. Chidambaram said crude oil price determined the price of each and every commodity.",Q2
"CTK Business News, 11:57, 26 May 2008, 437 words, (English)",Crude oil price is also influenced by higher demand in China where power stations are being closed down owing to insufficient coal reserves and replaced with diesel oil generators.,Q2
"All Africa, 5:50, 27 June 2008, 499 words, by Siseko Njobeni, (English)","He said it was up to governments to take a stand against the rising crude oil price. ""Who benefits from the high crude oil price? There is no way that the oil-producing countries are laughing all the way to the bank because the increase affects their food prices...",Q2
"Bisnis Indonesia, 16 April 2008, 307 words, (English)",The crude oil price has jumped by 37% this year on the 12% depreciation of dollar against euro as the Federal Reserve Bank of the US has cut the Fed Fund Rate on September 18 2007.,Q2
"Agence France Presse, 5:14, 11 April 2008, 165 words, SM, (English)","Investors will sit back and watch quarterly results in corporate America next week, especially in the financial sector, as well as stubbornly high crude oil price movements, said Lim Dong-min, an analyst at Dongbu Securities.",Q2
"AFX Asia, 4:20, 11 April 2008, 754 words, (English)","Investors will sit back and watch quarterly results in corporate America next week, especially in the financial sector, as well as stubbornly high crude oil price movements, said Lim Dong-min, an analyst at Dongbu Securities.",Q2
"ASX ComNews (Text version of ASX Company Announcements), 8 September 2008, 90321 words, (English)","ASX ANNOUNCEMENT Monday, 8 September 2008 TAKEOVER OFFER FOR ANZON AUSTRALIA LIMITED TARGET’S STATEMENT I attach by way of service pursuant to item 14 of the Corporations Act 2001 (Cth), a copy of the target’s statement of Anzon Australia ...",Q3
"ASX ComNews (Text version of ASX Company Announcements), 8 September 2008, 90411 words, (English)","ASX ANNOUNCEMENT Monday, 8 September 2008 TAKEOVER OFFER FOR ANZON AUSTRALIA LIMITED UPDATED TARGET’S STATEMENT This document contains minor amendments to the document lodged with ASX earlier today which were not included in that document ...",Q3
"ASX ComNews (Text version of ASX Company Announcements), 1 July 2008, 161297 words, (English)","    JOINT ASX / MEDIA ANNOUNCEMENT Tuesday, 1 July 2008 ARC ENERGY AND AWE MERGER UPDATE Court Convenes ARC Shareholder Meetings Independent Expert Finds Merger in Best Interests of ARC ...",Q3
"ASX ComNews (Text version of ASX Company Announcements), 1 July 2008, 161299 words, (English)","    JOINT ASX / MEDIA ANNOUNCEMENT Tuesday, 1 July 2008 ARC ENERGY AND AWE MERGER UPDATE Court Convenes ARC Shareholder Meetings Independent Expert Finds Merger in Best Interests of ARC ...",Q3
"ASX ComNews (Text version of ASX Company Announcements), 7 August 2008, 92942 words, (English)","7 August 2008 The Manager, Companies Australian Securities Exchange REPLACEMENT BIDDER'S STATEMENT Further to the announcement released ...",Q3
"ASX ComNews (Text version of ASX Company Announcements), 15 September 2008, 134853 words, (English)",15 September 2008 Manager Companies ASX Limited 20 Bridge Street SYDNEY NSW 200 Dear Sir INDEPENDENT EXPERT'S REPORT Attached herewith for immediate release to the market is the Independent Expert’s Report of Grant Samuel dated 15 ...,Q3
"ASX ComNews (Text version of ASX Company Announcements), 17 September 2008, 146947 words, (English)",17 September 2008 Manager Companies ASX Limited Exchange Centre 4th Floor 20 Bridge Street SYDNEY NSW 2000 Dear Sir Takeover bid for Origin Energy Limited by BG International (AUS) Investments 1 Pty Limited (BG) - Second Supplementary ...,Q3
"ASX ComNews (Text version of ASX Company Announcements), 22 August 2008, 17059 words, (English)",...refinery production as a result of both planned and unplanned maintenance and the impact of the stronger Australian dollar and higher crude oil price on refiner margins. “Caltex recognised early in 2008 the possible negative impact of rising crude oil prices...,Q3
"Regulatory News Service, 2:00, 29 August 2008, 23330 words, (English)","...which we sell crude oil and refined products is the primary driver of our revenues. During the first half of 2008, the Brent crude oil price fluctuated between $87 and $139 per barrel and reached its peak of $139.10 at the end of June. According to OPEC, despite...",Q3
"Marketwire (English), 1:01, 7 August 2008, 29027 words, (English)","...----------------------- Crude oil Crude oil price Jul 2008 - Sep 2008 25,000 bbl/d US$60.00- US$80.46 WTI collars Jul 2008 - Sep 2008 25,000 bbl/d US$70.00-US$123.75 WTI Mayan Jul 2008 - Dec 2008 20,000 bbl/d US$50.00-US$65.53 Heavy Jul 2008 - Dec 2008 50,000...",Q3
"Bisnis Indonesia, 3 September 2008, 736 words, (English)",JAKARTA: Global crude oil price hits its five-month low following repair works on production facilities of some oil companies after Gustav typhoon passed Mexico Bay without inflicting any significant damages.,Q3
"Bisnis Indonesia, 29 July 2008, 502 words, (English)","Minister of Finance and Acting Coordinating Minister for Economic Affairs Sri Mulyani Indrawati revealed global crude oil price throughout July 2008 had showed a positive trend, declining up to US$120 per barrel.",Q3
"Business Wire Regulatory Disclosure, 2:00, 10 September 2008, 31642 words, (English)","... respect, Resolution 195 establishes that the benchmark average price will be the “Venezuelan Basket” price instead of the Brent crude oil price referred to in the Law and in Resolution 151. As of the date of these financial statements, the final effects of...",Q3
"Federal Register, 23 July 2008, 32675 words, (English)","...and royalty implication of a production scenario *3 using three discount rates (7 percent, 3 percent, and 20 percent), three world crude oil price projections (EIA's 2007 reference, high, and low price projections *4 ), and six different royalty rates (1 percent...",Q3
"The Handbook of World Stock, Derivative & Commodity Exchanges, 25 August 2008, 14803 words, (English)","Street address: World Financial Center, One North End Avenue, New York NY, 10282-1101, USA Telephone: +1 212 299 2000 Fax: +1 212 301 4700 Email: exchangeinfo@nymex.com",Q3
"The Handbook of World Stock, Derivative & Commodity Exchanges, 14 July 2008, 14803 words, (English)","Street address: World Financial Center, One North End Avenue, New York NY, 10282-1101, USA Telephone: +1 212 299 2000 Fax: +1 212 301 4700 Email: exchangeinfo@nymex.com",Q3
"The Handbook of World Stock, Derivative & Commodity Exchanges, 14 September 2008, 14803 words, (English)","Street address: World Financial Center, One North End Avenue, New York NY, 10282-1101, USA Telephone: +1 212 299 2000 Fax: +1 212 301 4700 Email: exchangeinfo@nymex.com",Q3
"ASX ComNews (Text version of ASX Company Announcements), 14 August 2008, 46595 words, (English)","14 August 2008 ROC OIL COMPANY LIMITED (""ROC"") STOCK EXCHANGE RELEASE DESPATCH OF BIDDER'S STATEMENT",Q3
"ASX ComNews (Text version of ASX Company Announcements), 29 August 2008, 47288 words, (English)","... foreign currency swaps, interest rate swaps and commodity crude oil price swap and option contracts. Their use is subject to policies and procedures as approved by the Board of Directors. The consolidated entity does not trade in derivative financial instruments...",Q3
"Market News Publishing, 18:44, 7 August 2008, 6006 words, (English)","...per barrel compared to $53.63 in the second quarter of 2007. The 2008 increase was a result of a 91 per cent increase in $US WTI crude oil price combined with narrower price differentials relative to WTI, partially offset by a stronger Canadian dollar.",Q3
"Bisnis Indonesia, 25 July 2008, 501 words, (English)","JAKARTA: Global crude oil price again soars after it had been declining over the past seven weeks, rushing traders to buy oil contracts.",Q3
"Federal Register, 13 August 2008, 18588 words, (English)","...selecting from a probability distribution curve *18 for that factor. *19 Since the probability of the specific value of a future crude oil price is built into the distribution curve for crude oil prices, the greater the probability of a certain crude oil price...",Q3
"Industry Updates, 3 July 2008, 972 words, (English)","... in 2006 and imported 159.28 million tons in 2007. The figure for 2008 is estimated to be 170 million tons. If the international crude oil price keeps climbing like it has done in the first six months of the year, the huge oil import alone would cost China ...",Q3
"Bisnis Indonesia, 17 September 2008, 576 words, (English)","JAKARTA: Pessimism toward the global economy abounds, lowering global crude oil price to its seven-month low of US$92 per barrel. However, the government has yet had any intention to correct subsidized domestic fuel prices after it raised the prices by an average...",Q3
"Voxant FD (FAIR DISCLOSURE) WIRE, 6 August 2008, 10280 words, (English)","...last year's quarter, it was minus EUR33 million. So I think -- was minus EUR53 million. Therefore, you see the impact of this high crude oil price in terms of energy consumption into our refineries.",Q3
"PR Newswire (U.S.), 21:22, 5 August 2008, 5934 words, (English)",Increased Crude Oil Price Hedging for Specialty Products Segment,Q3
"Bisnis Indonesia, 4 July 2008, 1039 words, (English)","Over the past 20 days, the index has not been connected to PT Bumi Resources Tbk [BUMI] stock since the index has been connected more to market fundamental issues, such as interest rate, inflation, and global crude oil price, he said yesterday.",Q3
"Market News Publishing, 16:44, 24 July 2008, 5744 words, (English)",...Midstream WTI benchmark crude oil price $ 123.98 U.S. $1.00/bbl NYMEX benchmark natural gas price (1) $ 10.93 U.S. $0.20/mmbtu WTI/Lloyd crude blend differential (2) $ 21.95 U.S. $1.00/bbl Downstream Light oil margins $ 0.06 Cdn $0.005/litre Asphalt margins...,Q3
"All Africa, 8:43, 9 September 2008, 607 words, by Siseko Njobeni, (English)",Sasol's profits are sensitive to movements in the crude oil price. Ramon said a $1 increase in the price of crude oil increased the group's operating profit before tax by R400m.,Q3
"Atlantic Economic Journal, 1 September 2008, 840 words, Hsing, Yu, (English)","JEL E50 * Q00 The price of crude oil recently reach $100 per barrel. There have been concerns about its potential adverse impacts on the economy, consumers, and businesses. Several recent studies [Hamilton (2000), ""What is an oil ...",Q3
"ASX ComNews (Text version of ASX Company Announcements), 1 September 2008, 7359 words, (English)",...interim results from the first half of this year. [Slide 10 – Profit underpinned by strong marketing performance] Movements in the crude oil price can materially impact statutory profit results for Caltex. In an environment such as we have been experiencing...,Q3
"Bisnis Indonesia, 31 July 2008, 473 words, (English)","...the 2009 State Budget Draft to US$130 per barrel from US$140 per barrel. The Minister of Finance previously explained the global crude oil price in July 2008 showed a positive trend by having its price dropped to US$120 per barrel. (Bisnis, July 29)",Q3
"The Middle East, 1 July 2008, 2948 words, Smith, Pamela Ann, (English)","...York and from ICE (Intercontinental Exchange) futures in London. Nymex is the WTI (West Texas Intermediate, a pricing benchmark for crude oil) price, ICE the price for Brent crude (a pricing benchmark for oil from the North Sea that is also widely used for ...",Q3
"Bisnis Indonesia, 16 September 2008, 330 words, (English)",JAKARTA: The impact of Hurricane Ike on lower US oil production and Lehman Brothers Holding Inc's bankruptcy has lowered global crude oil price to US$96.14 per barrel.,Q3
"Bisnis Indonesia, 20 September 2008, 589 words, (English)","In a week, the index has increased by 87.67 points, while global crude oil price has climbed by 5%.",Q3
"Interfax: China Energy Weekly, 12:19, 9 July 2008, 20352 words, (English)","NYMEX crude oil breached $145 per barrel on July 4, and the brokerage has raised its annual average crude oil price forecast from $110 per barrel to $125 per barrel for this year, and put prices for next year at an aggressive $115 per barrel.",Q3
"China Energy Weekly, 16:13, 3 September 2008, 19085 words, (English)","The strong performance of CNOOC Ltd. in the first half of 2008 was not just due to a high crude oil price on the global market. It was also due to the company's output growth and its effective cost controls, said Fu Chengyu, chief executive officer of CNOOC...",Q3
"Federal Register, 19 August 2008, 25007 words, (English)","...What has change in the last year to make the price almost double? SPECULATION BY ANALYSTS.""); D. Smith (""As much as 60% of today's crude oil price is pure speculation driven by large trader banks and hedge funds.""); Van Hecke (""I also feel there needs to be...",Q3
"Tex Energy Report, 30 September 2008, 646 words, (English)","...Japanese market has been fluctuating with strong tone linked with Henry Hub and European NBP price before the beginning of summer when crude oil price was on the increase. However, after the extreme heat in the summer the price of Henry Hub dropped to US$7'...",Q3
