Title,Summary,Date
"Financial Times (FT.Com), 0:39, 2 June 2008, 106 words, Gwen Robinson, (English)","CVC Capital Partners appeared to be the front-runner Sunday night in the roughly €2bn ($3bn) auction of a stake in German industrial conglomerate Evonik Industries, reports the WSJ. Though another bidder could still overtake CVC, the buyout...",Q2
"Financial Times (FT.Com), 0:39, 28 April 2008, 101 words, Gwen Robinson, (English)",HBOS was on Sunday night finalising plans to tap investors for fresh capital of up to £4bn in a rights issue to bolster its capital base. The biggest UK mortgage lender faces writedowns of up to £3bn on its Treasury assets and complex ...,Q2
"Financial Times (FT.Com), 23:25, 20 April 2008, 72 words, Sam Jones, (English)","Efforts to recapitalise the US banking system took a crucial step forward on Sunday night as a group of mutual funds and hedge funds led by Corsair Capital, a little-known private equity firm, prepared to invest between $7bn to $8bn in ...",Q2
"Financial Times (FT.Com), 12 June 2008, 465 words, By Ben Hall in Paris, (English)",Rich creditor countries on Wednesday agreed to step up efforts to curb the activities of so-called vulture funds which seek to make money by suing bankrupt states.,Q2
"Financial Times (FT.Com), 0:41, 30 June 2008, 128 words, Gwen Robinson, (English)","Taylor Wimpey, the UK housebuilder, is set to reveal plans on Monday to bolster its finances by up to £500m through an emergency share issue – the first company from the battered housebuilding sector to seek fresh capital. Taylor Wimpey is ...",Q2
"Financial Times (FT.Com), 5:53, 30 June 2008, 565 words, Gwen Robinson, (English)","We still don’t feel that sorry for hedge funds, although undoubtedly the “champagne quaffers of Mayfair” are feeling a little unloved following the UK’s new short-selling disclosure rules and some very hostile press.",Q2
"Financial Times (FT.Com), 2 April 2008, 488 words, Andrew England in Riyadh, (English)",Abu Dhabi's largest property developer plans to launch four real estate investment funds that will provide exposure to the oil-rich emirate's booming property market.,Q2
"Financial Times (FT.Com), 0:38, 17 April 2008, 135 words, Gwen Robinson, (English)","The Japanese government has rejected a bid by The Children’s Investment Fund to increase its stake in J-Power to 20% from 9.9%, the first time Tokyo has blocked a foreign investment in a public company. Japan’s Ministry of Finance and the ...",Q2
"Financial Times (FT.Com), 0:26, 14 April 2008, 88 words, Gwen Robinson, (English)",Bradford & Bingley investors face a nervous start to the week after the specialist buy-to-let lender denied reports on Sunday it was planning to raise hundreds of millions of pounds in a rights issue. The bank insisted it was “not intending...,Q2
"Financial Times (FT.Com), 30 June 2008, 248 words, Julie MacIntosh, By Julie MacIntosh in New York, (English)","Graham Packaging , a plastic container maker, is set to re-enter the public markets a decade after the Blackstone Group took a controlling stake in the company through a $3.2bn deal led by takeover vehicle Hicks Acquisition Company.",Q2
"Financial Times (FT.Com), 0:36, 23 June 2008, 129 words, Gwen Robinson, (English)","Halliburton’s proposed bid for Expro International, the oilfield services company, was inadequate given the delays and risks associated with the deal, Expro’s independent directors said Sunday night. In a statement to be issued Monday, they...",Q2
"Financial Times (FT.Com), 5:19, 27 May 2008, 297 words, By Gerrit Wiesmann and James Wilson in Frankfurt, (English)",Morgan Stanley and Deutsche Bank have won the coveted mandate of advising one of the biggest initial public offerings in Europe this year: the German government’s sale of a stake in Deutsche Bahn expected to be worth €5bn.,Q2
"Financial Times (FT.Com), 13 June 2008, 1096 words, By Jeremy Lemer, (English)","Wall Street stocks rose slightly on Friday morning as falling oil prices cheered investors and new data showed a moderate rise in inflation in May, calming fears that runaway prices would force the Federal Reserve to raise interest rates.",Q2
"Financial Times (FT.Com), 11 June 2008, 795 words, By Daniel Pimlott in New York, (English)","An Abu Dhabi sovereign wealth fund is in talks to buy the Chrysler Building for about $800m, adding to a recent burst of interest in prime New York real estate by foreign groups.",Q2
"Financial Times (FT.Com), 0:47, 4 April 2008, 103 words, Gwen Robinson, (English)","The landmark merger that created Citigroup was a “mistake” that failed to benefit Citi’s investors, customers and employees, said John Reed, who masterminded the $166bn deal with Sandy Weill in 1998. Reed’s outburst, made in a rare ...",Q2
"Financial Times (FT.Com), 14:29, 21 April 2008, 623 words, By Sarah O’Connor and Neil Dennis, (English)","European shares fell back as last week’s bull run shuddered to a halt, with the financial sector again leading the decline. The pan-European FTSE Eurofirst 300 fell 1.1 per cent to 1,311.82 after gaining more than 3 per cent last week. The ...",Q2
"Financial Times, 12 April 2008, 344 words, By NEIL HUME and ROBERT ORR, (English)","BATM Advanced Communications , which makes switches that regulate data flows on telecom companies' internet networks, continued its good run. Its shares rose 6.3 per cent to 42 1/4p, taking gains since the start of the year to 35 per cent.",Q2
"Financial Times, 17 April 2008, 444 words, By JANE CROFT, (English)",Shares in Alliance &Leicester rose sharply yesterday despite the blow of the ratings agency Moody's downgrading its credit rating a notch. The UK mortgage bank has seen its share price fall by 58 per cent over the past year amid worries ...,Q2
"Financial Times, 17 April 2008, 428 words, By JANE CROFT and MAGGIE URRY, (English)","Experian, the credit checking and information services group, said it was weathering the turmoil created by the credit crisis, though conditions in the UK and the US were constraining growth.",Q2
"Financial Times, 17 April 2008, 330 words, (English)","Little crumbs of comfort, it seems, go a long way these days. Shares in Experian, which have lost nearly a third of their value since it was spun off from GUS in 2006, soared 11 per cent yesterday. While financial stocks had a strong day ...",Q2
"Financial Times, 5 May 2008, 514 words, By ANDREW ENGLAND, (English)","Mubadala, one of Abu Dhabi's most visible state investment vehicles, is in the process of gaining a credit rating - virtually unknown among sovereign investment groups - as it seeks to reduce the cost of financing and pave the way for new ...",Q2
"Financial Times, 17 June 2008, 95 words, Arnold, Martin, (English)","Guala, the Italian maker of spirit and wine bottle tops, will announce today a €600m ($928m) management buy-out backed by DLJ Merchant Banking Partners, the private equity arm of Credit Suisse , and Banca Intesa , the Italian lender.",Q2
"Financial Times, 28 April 2008, 430 words, Chris Nuttall, By MATTHEW GARRAHAN and CHRIS NUTTALL, (English)",Robert Downey Jr takes on Niko this week as Hollywood and the video-games industry fight an unprecedented battle for spending on entertainment.,Q2
"Financial Times, 14 June 2008, 528 words, By Jeremy Lemer, (English)","WALL STREET US stocks advanced for a second straight session yesterday as falling oil prices, new data showing only a moderate rise in inflation in May and upbeat comments from a former Federal Reserve chairman cheered investors, helping to ...",Q2
"Dow Jones Institutional News, 15:50, 30 June 2008, 21 words, (English)","(END) Dow Jones Newswires June 30, 2008 15:50 ET (19:50 GMT)",Q2
"Dow Jones Institutional News, 15:50, 27 June 2008, 23 words, (English)","(END) Dow Jones Newswires June 27, 2008 15:50 ET (19:50 GMT)",Q2
"Dow Jones Institutional News, 15:40, 20 June 2008, 23 words, (English)","(END) Dow Jones Newswires June 20, 2008 15:40 ET (19:40 GMT)",Q2
"Dow Jones Institutional News, 15:50, 20 June 2008, 21 words, (English)","(END) Dow Jones Newswires June 20, 2008 15:50 ET (19:50 GMT)",Q2
"Dow Jones Institutional News, 15:40, 6 June 2008, 23 words, (English)","(END) Dow Jones Newswires June 06, 2008 15:40 ET (19:40 GMT)",Q2
"Dow Jones Institutional News, 15:40, 27 June 2008, 23 words, (English)","(END) Dow Jones Newswires June 27, 2008 15:40 ET (19:40 GMT)",Q2
"Dow Jones Institutional News, 15:40, 3 June 2008, 23 words, (English)","(END) Dow Jones Newswires June 03, 2008 15:40 ET (19:40 GMT)",Q2
"Dow Jones Institutional News, 15:40, 30 June 2008, 23 words, (English)","(END) Dow Jones Newswires June 30, 2008 15:40 ET (19:40 GMT)",Q2
"Dow Jones Institutional News, 15:50, 6 June 2008, 21 words, (English)","(END) Dow Jones Newswires June 06, 2008 15:50 ET (19:50 GMT)",Q2
"Dow Jones Institutional News, 15:50, 3 June 2008, 23 words, (English)","(END) Dow Jones Newswires June 03, 2008 15:50 ET (19:50 GMT)",Q2
"Australian Company News Bites - Stock Report, 11 June 2008, 1458 words, (English)","AUSTRALIAN COMPANY NEWS BITES STOCK REPORT Timbercorp Primary Infrastructure Fund (TPF) rose 1.0c (or 1.2%) to 88.0c. Compared with the All Ordinaries Index which rose 17.6 points (or 0.3%) on the day, this represented a relative price change ...",Q2
"Australian Company News Bites - Stock Report, 11 June 2008, 1518 words, (English)","AUSTRALIAN COMPANY NEWS BITES STOCK REPORT Coal & Allied Industries (CNA), Australia's 2nd largest Mining & Oil company by market capitalisation, traded between an intraday low of $105.0 and a high of $106.20. The share price dipped ...",Q2
"Australian Company News Bites - Stock Report, 11 June 2008, 2073 words, (English)","AUSTRALIAN COMPANY NEWS BITES STOCK REPORT Gloucester Coal (GCL), Australia's 13th largest Mining & Oil company by market capitalisation, increased 26.0c (or 2.2%) to $12.19. In the Australian market of 2,100 stocks, the stock has a ...",Q2
"Australian Company News Bites - Stock Report, 11 June 2008, 1358 words, (English)","AUSTRALIAN COMPANY NEWS BITES STOCK REPORT Quickflix (QFX) crashed 0.90c (or 20.0%) to 3.60c, its largest fall of the last two months. The fall is the largest in absolute terms since it crashed 0.60c (or 8.4%) on April 30, 2008. Compared with ...",Q2
"Dow Jones Institutional News, 8:46, 23 June 2008, 651 words, Paul Ziobro, By Paul Ziobro, (English)","NEW YORK (Dow Jones)--Another private equity deal is being held up in court, but this time it has little to do with bank debt, and much more to do with Strawberry Shortcake.",Q2
"Mist News, 4:32, 14 April 2008, 483 words, (English)","Mubadala Development Company (Mubadala) has awarded ALDAR Properties PJSC, the renowned Abu Dhabi-based international property developer, with the funding and development of the Cleveland Clinic Abu Dhabi (CCAD) on Al Sowa Island. Site ...",Q2
"Dow Jones Institutional News, 21:24, 22 June 2008, 177 words, (English)","TOKYO (Dow Jones)--The Export-Import Bank of Korea and the Industrial Bank of Korea filed shelf registrations at Japan's Ministry of Finance last week to issue samurai bonds over the next two years, documents filed at the ministry showed ...",Q2
"Dow Jones Institutional News, 7:04, 23 June 2008, 1274 words, (English)","AMERICAN MARKETS OUTLOOK: Futures indicate a positive start for stocks Monday as oil continues to dominate, said Mark Outten, a trader at GFT Global Markets in London.",Q2
"Indo-Asian News Service, 28 May 2008, 239 words, (English)","Report from Indo-Asian News Service brought to you by HT Syndication. Abu Dhabi, May 28 -- Abu Dhabi Fund for Development (ADFD) has announced a five-year aid strategy to support poverty eradication initiatives in developing countries, WAM ...",Q2
"Indian Company News Bites – Trading Floor, 3 June 2008, 1659 words, (English)","INDIAN COMPANY NEWS BITES INDIAN TRADING FLOOR Ccl Products (India) (CCL) increased Rs4.20 (or 2.4%) to Rs181.70. Compared with the S&P CNX NIFTY Index which fell 71.0 points (or 1.5%) on the day, this represented a relative price change ...",Q2
"AFX Asia, 14:55, 5 June 2008, 55 words, (English)","NEW YORK (Thomson Financial) - Tomi Kilgore tk1 COPYRIGHT Copyright Thomson Financial News Limited 2007. All rights reserved. The copying, republication or redistribution of Thomson Financial News Content, including by framing or similar ...",Q2
"Dow Jones News Service, 4:55, 6 June 2008, 252 words, (English)","BERLIN (Dow Jones)--Germany plans to allow aircraft pfandbrief as a debt instrument of the country's covered bond market, German Finance Minister Peer Steinbrueck said late Thursday.",Q2
"Dow Jones Institutional News, 16:00, 19 June 2008, 647 words, (English)","OIL FUTURES: NYMEX CRUDE FALLS AS CHINA FUEL PRICES RISE Crude oil futures fell Thursday after China said it would hike fuel prices, raising questions about the stamina of oil's record-breaking rally. (published 1522 ET)",Q2
"Australian Company News Bites - Sector Report, 1 April 2008, 752 words, (English)","AUSTRALIAN COMPANY NEWS BITES SECTOR REPORT The Containers & Packaging Sector dropped 6.4 points or 0.1% to 4,386.5 in the month to 01 April, 2008.",Q2
"Australian Company News Bites - Sector Report, 1 April 2008, 2577 words, (English)","AUSTRALIAN COMPANY NEWS BITES SECTOR REPORT The S&P/ASX 50 Index dropped 0.3 points or 0.01% to 5,198.1 in the month to 01 April, 2008. The index fell for a fifth consecutive month on Tuesday.",Q2
"Indian Business Insight, 8 April 2008, 68 words, (English)",Ras Extrusions Ltd has started the exercise to restructure the operations. The Board for Industrial and Financial Reconstruction (BIFR) has appointed IDBI Bank as the operating agency. Ras Extrusion has no institutional debt. The BIFR has ...,Q2
"Business News Americas, 25 April 2008, 178 words, (English)",Standard & Poor's (S&P) on Friday revised its outlook on Argentina's Banco Hipotecario and Banco Patagonia to negative from stable following a similar rating action on Argentina's global scale ratings prompted by the resignation of economy ...,Q2
"Austin American-Statesman, 23 April 2008, 466 words, Robert K. Elder, Robert Elder, (English)","The Securities and Exchange Commission has sued Austin investment adviser David Hinkle, alleging he used confidential information to ring up millions of dollars in commissions for his firm on stock trades in 2002 and 2003.",Q2
"Customer, 1 April 2008, 931 words, Dick Bucci, (English)","Identity theft is one of the fastest growing crimes in America and the world. According to an exhaustive study funded by the FTC, 8.3 million people were victimized by identify theft in 2005. Estimated losses were $15.6 billion. In",Q2
"Dow Jones Institutional News, 5:01, 9 June 2008, 426 words, By Laetitia Bachelot-Fontaine, (English)","PARIS -(Dow Jones)- French broadband provider Iliad SA (403591.FR), said Monday it was in exclusive talks with Telecom Italia SpA (TIA) to acquire its Alice France unit for a maximum enterprise value of EUR800 million.",Q2
"Australian Company News Bites - Sector Report, 26 May 2008, 1231 words, (English)","AUSTRALIAN COMPANY NEWS BITES SECTOR REPORT The Containers & Packaging Sector dropped 5.2 points or 0.1% to 3,729.0. The Sector slid for a sixth straight day on Monday.",Q2
"Dow Jones News Service, 17:56, 6 June 2008, 367 words, By Judith Burns, (English)","WASHINGTON (Dow Jones)--Moody's Investors Service, a unit of Moody's Corp. 's (MCO), informed U.S. regulators in mid-May about a computer glitch that led to inflated ratings on some investments, Securities and Exchange Commission Chairman ...",Q2
"Economic Policy, 1 April 2008, 537 words, Marcel Fratzscher, (English)","Many academics and observers emphasize that a sharp US dollar depreciation is inevitable for returning the burgeoning US current account deficit to more sustainable levels. How may such a US dollar adjustment occur, and what may it imply",Q2
"Dow Jones Institutional News, 6:20, 9 June 2008, 746 words, (English)","9 Jun 2008 06:20 EDT PRESS RELEASE: Fitch Rates ING Bank NV Covered Bonds The following is a press release from Fitch Ratings: Fitch Ratings-London-09 June 2008: Fitch Ratings has assigned ING Bank NV's (ING, rated 'AA'/'F1+'/Stable ...",Q2
"Dow Jones Institutional News, 6:53, 9 June 2008, 589 words, Leila Abboud, By Leila Abboud, (English)",EUROPE PARIS (Dow Jones)--French telecommunications firm Iliad S.A. (403591.FR) is in negotiations to buy Telecom Italia S.p.A 's (TI) broadband business in France in a move that could signal the end of a turbulent period of consolidation in ...,Q2
"Dow Jones Institutional News, 3:59, 6 June 2008, 635 words, (English)","TOP STORIES: CRUDE SPIKES OVER $129/BBL, DEMAND DOUBTS LINGER Crude oil futures rise by more than $1 to nearly $129 a barrel in Asia on short-covering in the wake of an overnight rally, although dealers sense some pressure on the ...",Q2
"AFX Asia, 6:21, 26 May 2008, 190 words, (English)","MUMBAI (Thomson Financial) - Standard & Poor's Ratings Services said it assigned its 'A-' long-term and 'A-2' short-term counter-party credit ratings to France-based investment firm Exane S.A., reflecting the group's strategically important...",Q2
"Dow Jones Institutional News, 22:52, 8 June 2008, 199 words, (English)","0252 GMT [Dow Jones] Korea treasury bonds, futures extend falls on weaker bids for MSB auction, while inflationary concerns fueled by soaring oil prices continue to weigh on bonds, says trader. June T-bond futures last down 19 ticks at ...",Q2
"Interfax: Central Asia General Newswire, 6:17, 10 April 2008, 259 words, (English)","LONDON. April 10 (Interfax) - Moody's Investors Service has assigned a long-term rating of Baa3 to the senior unsecured foreign currency notes to be issued by HSBK (Europe) B.V., a Netherlands-based special-purpose company wholly owned by ...",Q2
"Market News Publishing, 7:22, 20 May 2008, 395 words, (English)","INTERTAPE POLYMER GROUP INC (""ITP-T"") - Brandes Reiterates Call for Intertape Polymer Group - To Hire Independent Chief Executive Officer Brandes Investment Partners, L.P. (""Brandes""), an SEC-registered investment adviser headquartered in ...",Q2
"Dow Jones News Service, 16:00, 25 April 2008, 734 words, (English)","FINANCIAL SERVICES TOP STORIES COMMERCIAL BANKS STEP TO FED WINDOW U.S. commercial banks are increasing their use of the Federal Reserve's discount window while investment banks cut their use of a direct-lending program, a sign that...",Q2
"Dow Jones Institutional News, 14:16, 9 June 2008, 563 words, By Kristina Doss, (English)","Goody's Family Clothing Inc. filed for Chapter 11 bankruptcy Monday with plans to close 69 underperforming stores. Goody's, a moderately priced family apparel retailer, said the store closures are part of its campaign to restructure its ...",Q2
"The Wall Street Journal Asia, 12 May 2008, 679 words, Merissa Marr, By Ann Zimmerman and Merissa Marr, (English)","Circuit City Stores Inc. effectively put itself up for sale Friday after months of rebuffing a potential buyout offer from Blockbuster Inc. , saying it would allow the video-rental chain and Blockbuster's largest shareholder, Carl Icahn, to ...",Q2
"HedgeWorld News, 30 May 2008, 252 words, Martin de Sa'Pinto, Senior Financial Correspondent, (English)","NEW YORK (HedgeWorld.com)—In a recent Moody's Investors Service survey, investors managing some $9 trillion in fixed income said they wanted structured securities to continue to be rated on the same scale (Aaa-C) as other fixed income ...",Q2
"Australian Company News Bites - Trading Floor, 2 May 2008, 1177 words, (English)","AUSTRALIAN COMPANY NEWS BITES TRADING FLOOR Rimcapital (RMC) slumped 2.0c (or 6.7%) to 28.0c. Compared with the All Ordinaries Index which rose 89.0 points (or 1.6%) on the day, this represented a relative price change of -8.2%. The volume ...",Q2
"Australian Company News Bites - Trading Floor, 2 May 2008, 1307 words, (English)","AUSTRALIAN COMPANY NEWS BITES TRADING FLOOR Argus Solutions (ASV), Australia's 11th largest Technology Hardware & Equipment company by market capitalisation, advanced 0.10c (or 6.2%) to 1.70c. Compared with the All Ordinaries Index which ...",Q2
"Australian Company News Bites - Trading Floor, 2 May 2008, 2022 words, (English)","AUSTRALIAN COMPANY NEWS BITES TRADING FLOOR Coca-Cola Amatil (CCL), Australia's 3rd largest Food Beverage & Tobacco company by market capitalisation, dipped 3.0c (or 0.4%) to $8.37. Compared with the All Ordinaries Index which rose 88.1 ...",Q2
"Australian Company News Bites - Trading Floor, 2 May 2008, 2220 words, (English)","AUSTRALIAN COMPANY NEWS BITES TRADING FLOOR Felix Resources (FLX), Australia's 6th largest Mining & Oil company by market capitalisation, hit a 52-week high of $15.50 during the day. In the last three months the stock has hit a new ...",Q2
"The Recorder, 1 May 2008, 551 words, Niraj Chokshi, Niraj Chokshi, (English)","The timing of the private equity buyout of the publicly traded Covad Communications wasn't exactly ideal. The eventual $417 million sale started with an unsolicited e-mail expressing interest in the company from Platinum Equity , a private ...",Q2
"Dow Jones Global Equities News, 15:18, 29 May 2008, 252 words, (English)","BRASILIA (Dow Jones)--Fitch Ratings agency's move to raise Brazil's credit rating to investment-grade status will help the country attract higher quality investment, Central Bank President Henrique Meirelles said Thursday, according to the ...",Q2
"Mist News, 4:16, 8 June 2008, 49 words, (English)",The Board of Directors of National Bank of Abu Dhabi resolved in its meeting held on 27/4/2008 to convene an Extraordinary General Meeting on Tuesday 08/07/2008 at 5.00pm at the Banks Head Office- Khalifa Street- Abu Dhabi.,Q2
"JagNotes.com, 9:01, 20 May 2008, 42 words, (English)","May 20, 2008 (JAGfn.com via COMTEX) -- BMS: Downgraded - The firm lowered shares from Neutral to Sell. SEE: Downgraded - The firm lowered shares from Neutral to Sell.",Q2
"The Globe and Mail (Breaking News), 17 June 2008, 1372 words, Simon Avery, jacquie mcnish, SIMON AVERY and JACQUIE McNISH, (English)",OTTAWA -- The Supreme Court of Canada reserved judgment Tuesday after 21/2 hours of arguments on whether BCE Inc. could proceed with a $35-billion leveraged buyout by the Ontario Teacher' Pension Plan and its partners.,Q2
"The Globe and Mail (Breaking News), 17 June 2008, 1138 words, PETER MITHAM, (English)","The high-flying loonie and the lingering effects of the Hollywood writers' strike have broadsided the Vancouver film sector in recent months, despite the city's reputation as a hangout for film stars in town working on the next blockbuster.",Q2
"Business Times, 1 April 2008, 67 words, (English)","MNRB Holdings Bhd has appointed Anuar Mohd Hassan as its new president and group chief executive officer, Anuar was previously the president and CEO of MNRB's wholly owned subsidiary, Malaysian Reinsurance Bhd.",Q2
"Esmerk Danish News, 21 May 2008, 107 words, (English)","Børsen, 21 May 2008, p.27:- German insurance giant Allianz opened an office in Copenhagen on 20 May. The company aims at targeting large industrial enterprises with a turnover exceeding DKr 500mn (US$ 105mn EUR 67mn) a year in the Nordic ...",Q2
"Mortgage Strategy, 14 April 2008, 50 words, (English)",Chairman of the US Federal Reserve Ben Bernanke has blamed the credit crunch on ratings agencies and the sub-prime securities investors who believed them. He delivered the verdict as he unveiled the findings of the President's Working Group...,Q2
"BRW, 22 May 2008, 994 words, David James, Report: David James, (English)",Unit price growth In a year Stock,Q2
"BRW, 22 May 2008, 1366 words, David James, Report: David James, (English)",Manage your wealth Companies exposed to the US market 2007 1 yr total revenue shareholder Company,Q2
"Australian Company News Bites - Trading Floor, 26 June 2008, 2239 words, (English)","AUSTRALIAN COMPANY NEWS BITES TRADING FLOOR Felix Resources (FLX), Australia's 4th largest Mining & Oil company by market capitalisation, traded at its 25-day low of $17.57. The stock fell for a third day on Thursday. The share price ...",Q2
"Australian Company News Bites - Trading Floor, 26 June 2008, 1561 words, (English)","AUSTRALIAN COMPANY NEWS BITES TRADING FLOOR Macquarie Leisure Trust Group (MLE), Australia's 12th largest Real Estate Investment Trusts company by market capitalisation, rose 1.0c (or 0.6%) to $1.62. Compared with the All Ordinaries Index ...",Q2
"Australian Company News Bites - Trading Floor, 26 June 2008, 1536 words, (English)","AUSTRALIAN COMPANY NEWS BITES TRADING FLOOR Tower (TWR) fell 6.50c (or 3.8%) to $1.62, its largest fall of the last three months. The fall is the largest in percent terms since it fell 8.0c (or 3.6%) on June 26, 2007. Compared with the All ...",Q2
"Australian Company News Bites - Trading Floor, 26 June 2008, 1956 words, (English)","AUSTRALIAN COMPANY NEWS BITES TRADING FLOOR Petsec Energy (PSA), Australia's 26th largest Oil & Gas company by market capitalisation, rose 0.50c (or 0.6%) to 83.50c. Compared with the All Ordinaries Index which rose 85.5 points (or 1.6%) ...",Q2
"Financial Times (FT.Com), 0:42, 1 September 2008, 136 words, Gwen Robinson, (English)","Allianz, Europe’s biggest insurer, has agreed to sell Dresdner Bank to Commerzbank in a deal that will re-shape the German banking industry. Allianz’s supervisory board approved the sale of Dresdner on Sunday, which analysts value at about ...",Q3
"Financial Times (FT.Com), 0:41, 1 September 2008, 126 words, Gwen Robinson, (English)","Analysts believe Commerzbank may cut at least half of the 5,500 jobs at Dresdner Kleinwort, following Sunday’s agreement for Commerzbank to buy Dresdner Bank from Allianz, Europe’s biggest insurer, reports the FT. The deal is also expected ...",Q3
"Financial Times (FT.Com), 17:31, 10 August 2008, 393 words, By Francesco Guerrera and Aline van Duyn in New York, (English)",US regulators are putting pressure on Wall Street banks to ensure they have enough liquid funds to withstand a financial shock as part of efforts to avoid a repeat of the “run on the bank” that sank Bear Stearns.,Q3
"Financial Times (FT.Com), 14:21, 3 July 2008, 293 words, By Michiyo Nakamoto in Tokyo, (English)","A group of ruling party politicians advising Yasuo Fukuda, Japan’s prime minister, has called for a Y10,000bn ($93.7bn) sovereign wealth fund to be set up to improve returns to the country’s underperforming public pension fund.",Q3
"Financial Times (FT.Com), 9:06, 14 September 2008, 793 words, Paul Murphy, (English)","From the WSJ: At about 3 p.m. on Saturday, Barclays President Robert E. Diamond Jr. was seen entering the New York Fed’s employee entrance on Maiden Lane, carrying a briefcase…",Q3
"Financial Times (FT.Com), 15:40, 14 September 2008, 188 words, Neil Hume, (English)",The end is nigh. This just released from the International Swaps and Derivatives Association ISDA confirms a netting trading session is taking place between 2 pm and 4 pm New York time today for OTC derivatives. Product classes involved are ...,Q3
"Financial Times (FT.Com), 14:12, 14 September 2008, 396 words, Paul Murphy, (English)",From Robert Peston at the BBC: Barclays has walked away because it was unable to obtain guarantees – from either the Treasury/Fed or other commercial organisations involved in the rescue attempt – in relation to financial commitments faced ...,Q3
"Financial Times (FT.Com), 18:00, 14 September 2008, 646 words, Paul Murphy, (English)",Lehman Brothers expected to file for Chapter 7 liquidation before midnight NY time…Bank of America reportedly in talks to take over Merrill Lynch…AIG to unveil survival plan in emergency conference call on Monday…,Q3
"Financial Times (FT.Com), 18:55, 14 September 2008, 909 words, Paul Murphy, (English)","10 points on the Lehman crisis from Tony Crescenzi, chief bond market strategist at Miller, Tabak & Co. Barring a last minute solution on Lehman, riskier financial assets are likely to open weaker but I believe these assets will stabilize ...",Q3
"Financial Times (FT.Com), 19:28, 26 September 2008, 467 words, By Joanna Chung in New York, (English)","The US Securities and Exchange Commission “failed” to carry out its oversight of Bear Stearns, the agency’s inspector-general said on Friday, in a scathing assessment of the regulator that was responsible for supervising investment banks.",Q3
"Financial Times (FT.Com), 0:26, 29 September 2008, 133 words, Gwen Robinson, (English)","Goldman Sachs rejected as “seriously misleading” a Sunday New York Times report that said the Wall Street bank had as much as $20bn of exposure to the troubled insurance giant AIG, reports Reuters. The NYT had said Goldman was AIG’s largest...",Q3
"Financial Times (FT.Com), 0:28, 29 September 2008, 172 words, Gwen Robinson, (English)","AIG, the stricken US insurer, is considering selling more than 15 businesses, including its aircraft leasing unit, a stake in a large US reinsurer and billions of dollars in properties in an effort to repay a $85bn government loan and ...",Q3
"Financial Times (FT.Com), 0:37, 29 September 2008, 210 words, Gwen Robinson, (English)","The UK government was preparing Sunday night to nationalise Bradford & Bingley after finalising a deal with Spanish bank Santander, which will buy the stricken UK mortgage lender’s £21bn deposit book and branch network for about £600m. The ...",Q3
"Financial Times (FT.Com), 5:42, 21 August 2008, 623 words, Sam Jones, (English)","A Treasury bailout of Fannie and Freddie is all but a foregone conclusion, you might assume. Kick-started by Barron’s Sunday report, there has been a steady drip-drip of information about sentiment at the US Treasury vis-a-vis the mortgage ...",Q3
"Financial Times (FT.Com), 22 July 2008, 425 words, By Andrew England in Abu Dhabi andFrancesco Guerrera in New York, (English)","Mubadala, Abu Dhabi's increasingly powerful state investment vehicle, said on Tuesday it planned to become one of the 10 biggest institutional investors in General Electric as it announced a series of deals with the US group, including a ...",Q3
"Financial Times (FT.Com), 0:24, 22 September 2008, 227 words, Gwen Robinson, (English)",The UK’s financial regulator is thought to have sounded out potential “white knights” for Bradford & Bingley as part of its contingency planning in the event that Britain’s biggest buy-to-let lender is buffeted by further market turmoil. ...,Q3
"Financial Times (FT.Com), 0:33, 22 September 2008, 204 words, Gwen Robinson, (English)","Standard Chartered, Barclays and Nomura are battling to acquire the flagship Asian operations of Lehman Brothers, the collapsed US investment bank. Top executives of the three spent the weekend in talks with Lehman trying to assess the ...",Q3
"Financial Times (FT.Com), 0:36, 22 September 2008, 195 words, Gwen Robinson, (English)","A sale of Lehman Brothers’ European equity trading and corporate finance units was inching closer on Sunday , although prospects for a deal to save the bank’s fixed-income business in the region were looking poor. PwC, the administrator to ...",Q3
"Financial Times (FT.Com), 0:42, 22 September 2008, 227 words, Gwen Robinson, (English)",The Fed’s “extraordinary measure” on Sunday night of agreeing to convert investment banks Morgan Stanley and Goldman Sachs into traditional bank holding companies is an attempt to prevent the crisis on Wall Street from infecting its two ...,Q3
"Financial Times (FT.Com), 0:43, 22 September 2008, 190 words, Gwen Robinson, (English)","Goldman Sachs and Morgan Stanley, the last surviving big investment banks on Wall Street, have become regulated banks and will now be subject to bank capital requirements, reports the FT. In a statement issued at 9.30pm Sunday, the Federal ...",Q3
"Financial Times (FT.Com), 16 September 2008, 345 words, By Anousha Sakoui in London, (English)","Washington Mutual , the largest US savings and loan institution, has had its credit ratings cut to below investment grade. Late on Monday, rating agency Standard &Poor's cut WaMu 's ratings to ""junk"" status, citing the bank's exposure to bad...",Q3
"Financial Times (FT.Com), 16 September 2008, 325 words, By Anousha Sakoui in London, (English)","Washington Mutual , the largest US savings and loan institution, has had its credit ratings cut to below investment grade. Late on Monday, rating agency Standard &Poor's cut WaMu 's ratings to ""junk"" status, citing the bank's exposure to bad...",Q3
"Financial Times (FT.Com), 14:07, 21 July 2008, 457 words, By Julie MacIntosh in New York, (English)","LS Power Equity Partners and Global Infrastructure Partners, a pair of investment funds, have offered to buy TransAlta for C$39 per share in a takeover bid that, if accepted, would assign the Canadian power generator an equity value of ...",Q3
